,Date,Adm1,precipitation
1,1-Jan-10,Mara,22.016
2,6-Jan-10,Mara,32.991
3,11-Jan-10,Mara,8.093
4,16-Jan-10,Mara,5.706
5,21-Jan-10,Mara,16.688
6,26-Jan-10,Mara,3.752
7,1-Feb-10,Mara,3.779
8,6-Feb-10,Mara,16.001
9,11-Feb-10,Mara,2.976
10,16-Feb-10,Mara,47.589
11,21-Feb-10,Mara,50.785
12,26-Feb-10,Mara,9.466
13,1-Mar-10,Mara,36.889
14,6-Mar-10,Mara,26.216
15,11-Mar-10,Mara,5.004
16,16-Mar-10,Mara,18.464
17,21-Mar-10,Mara,57.358
18,26-Mar-10,Mara,87.358
19,1-Apr-10,Mara,27.483
20,6-Apr-10,Mara,8.976
21,11-Apr-10,Mara,47.804
22,16-Apr-10,Mara,42.834
23,21-Apr-10,Mara,27.119
24,26-Apr-10,Mara,29.395
25,1-May-10,Mara,22.853
26,6-May-10,Mara,21.743
27,11-May-10,Mara,35.489
28,16-May-10,Mara,21.723
29,21-May-10,Mara,12.525
30,26-May-10,Mara,4.717
31,1-Jun-10,Mara,11.985
32,6-Jun-10,Mara,7.748
33,11-Jun-10,Mara,4.424
34,16-Jun-10,Mara,8.925
35,21-Jun-10,Mara,3.472
36,26-Jun-10,Mara,2.234
37,1-Jan-11,Mara,2.76
38,6-Jan-11,Mara,16.684
39,11-Jan-11,Mara,16.124
40,16-Jan-11,Mara,10.907
41,21-Jan-11,Mara,4.926
42,26-Jan-11,Mara,8.958
43,1-Feb-11,Mara,8.709
44,6-Feb-11,Mara,2.514
45,11-Feb-11,Mara,17.05
46,16-Feb-11,Mara,36.829
47,21-Feb-11,Mara,2.887
48,26-Feb-11,Mara,1.183
49,1-Mar-11,Mara,6.811
50,6-Mar-11,Mara,15.524
51,11-Mar-11,Mara,24.626
52,16-Mar-11,Mara,40.722
53,21-Mar-11,Mara,28.696
54,26-Mar-11,Mara,84.305
55,1-Apr-11,Mara,36.504
56,6-Apr-11,Mara,18.497
57,11-Apr-11,Mara,16.715
58,16-Apr-11,Mara,13.977
59,21-Apr-11,Mara,29.73
60,26-Apr-11,Mara,21.479
61,1-May-11,Mara,30.648
62,6-May-11,Mara,21.769
63,11-May-11,Mara,5.759
64,16-May-11,Mara,16.263
65,21-May-11,Mara,13.688
66,26-May-11,Mara,15.734
67,1-Jun-11,Mara,2.772
68,6-Jun-11,Mara,4.752
69,11-Jun-11,Mara,15.591
70,16-Jun-11,Mara,5.285
71,21-Jun-11,Mara,9.219
72,26-Jun-11,Mara,27.85
73,1-Jan-12,Mara,1.93
74,6-Jan-12,Mara,4.214
75,11-Jan-12,Mara,8.244
76,16-Jan-12,Mara,9.868
77,21-Jan-12,Mara,3.065
78,26-Jan-12,Mara,2.516
79,1-Feb-12,Mara,2.705
80,6-Feb-12,Mara,2.949
81,11-Feb-12,Mara,4.137
82,16-Feb-12,Mara,19.387
83,21-Feb-12,Mara,13.675
84,26-Feb-12,Mara,14.258
85,1-Mar-12,Mara,44.779
86,6-Mar-12,Mara,8.558
87,11-Mar-12,Mara,3.579
88,16-Mar-12,Mara,10.431
89,21-Mar-12,Mara,5.484
90,26-Mar-12,Mara,14.765
91,1-Apr-12,Mara,32.675
92,6-Apr-12,Mara,28.376
93,11-Apr-12,Mara,29.949
94,16-Apr-12,Mara,48.219
95,21-Apr-12,Mara,60.365
96,26-Apr-12,Mara,24.621
97,1-May-12,Mara,28.014
98,6-May-12,Mara,31.889
99,11-May-12,Mara,20.778
100,16-May-12,Mara,18.675
101,21-May-12,Mara,32.715
102,26-May-12,Mara,14.59
103,1-Jun-12,Mara,5.471
104,6-Jun-12,Mara,11.652
105,11-Jun-12,Mara,6.039
106,16-Jun-12,Mara,2.648
107,21-Jun-12,Mara,13.058
108,26-Jun-12,Mara,19.743
109,1-Jan-13,Mara,5.912
110,6-Jan-13,Mara,21.388
111,11-Jan-13,Mara,5.973
112,16-Jan-13,Mara,4.664
113,21-Jan-13,Mara,2.986
114,26-Jan-13,Mara,19.142
115,1-Feb-13,Mara,10.376
116,6-Feb-13,Mara,2.304
117,11-Feb-13,Mara,10.201
118,16-Feb-13,Mara,4.466
119,21-Feb-13,Mara,3.689
120,26-Feb-13,Mara,1.117
121,1-Mar-13,Mara,3.962
122,6-Mar-13,Mara,24.248
123,11-Mar-13,Mara,15.613
124,16-Mar-13,Mara,9.947
125,21-Mar-13,Mara,41.707
126,26-Mar-13,Mara,70.702
127,1-Apr-13,Mara,50.891
128,6-Apr-13,Mara,37.755
129,11-Apr-13,Mara,90.265
130,16-Apr-13,Mara,39.362
131,21-Apr-13,Mara,25.649
132,26-Apr-13,Mara,26.873
133,1-May-13,Mara,16.425
134,6-May-13,Mara,38.719
135,11-May-13,Mara,10.181
136,16-May-13,Mara,3.328
137,21-May-13,Mara,3.72
138,26-May-13,Mara,13.456
139,1-Jun-13,Mara,2.904
140,6-Jun-13,Mara,2.053
141,11-Jun-13,Mara,2.274
142,16-Jun-13,Mara,10.859
143,21-Jun-13,Mara,2.075
144,26-Jun-13,Mara,1.921
145,1-Jan-14,Mara,11.978
146,6-Jan-14,Mara,7.969
147,11-Jan-14,Mara,7.861
148,16-Jan-14,Mara,21.154
149,21-Jan-14,Mara,20.873
150,26-Jan-14,Mara,7.692
151,1-Feb-14,Mara,13.728
152,6-Feb-14,Mara,26.743
153,11-Feb-14,Mara,10.333
154,16-Feb-14,Mara,26.03
155,21-Feb-14,Mara,15.103
156,26-Feb-14,Mara,2.232
157,1-Mar-14,Mara,2.806
158,6-Mar-14,Mara,4.499
159,11-Mar-14,Mara,68.325
160,16-Mar-14,Mara,8.934
161,21-Mar-14,Mara,33.134
162,26-Mar-14,Mara,19.702
163,1-Apr-14,Mara,17.763
164,6-Apr-14,Mara,31.647
165,11-Apr-14,Mara,12.072
166,16-Apr-14,Mara,8.406
167,21-Apr-14,Mara,10.058
168,26-Apr-14,Mara,9.884
169,1-May-14,Mara,6.388
170,6-May-14,Mara,35.487
171,11-May-14,Mara,25.806
172,16-May-14,Mara,9.209
173,21-May-14,Mara,11.746
174,26-May-14,Mara,6.49
175,1-Jun-14,Mara,8.587
176,6-Jun-14,Mara,6.943
177,11-Jun-14,Mara,4.894
178,16-Jun-14,Mara,8.271
179,21-Jun-14,Mara,3.557
180,26-Jun-14,Mara,2.071
181,1-Jan-15,Mara,3.026
182,6-Jan-15,Mara,4.026
183,11-Jan-15,Mara,3.155
184,16-Jan-15,Mara,2.472
185,21-Jan-15,Mara,5.02
186,26-Jan-15,Mara,4.221
187,1-Feb-15,Mara,3.654
188,6-Feb-15,Mara,4.66
189,11-Feb-15,Mara,4.315
190,16-Feb-15,Mara,16.131
191,21-Feb-15,Mara,4.841
192,26-Feb-15,Mara,1.475
193,1-Mar-15,Mara,21.085
194,6-Mar-15,Mara,3.347
195,11-Mar-15,Mara,3.221
196,16-Mar-15,Mara,3.16
197,21-Mar-15,Mara,17.114
198,26-Mar-15,Mara,47.621
199,1-Apr-15,Mara,80.236
200,6-Apr-15,Mara,36.304
201,11-Apr-15,Mara,19.851
202,16-Apr-15,Mara,47.877
203,21-Apr-15,Mara,44.678
204,26-Apr-15,Mara,62.794
205,1-May-15,Mara,19.149
206,6-May-15,Mara,23.255
207,11-May-15,Mara,29.351
208,16-May-15,Mara,33.664
209,21-May-15,Mara,15.372
210,26-May-15,Mara,10.844
211,1-Jun-15,Mara,17.794
212,6-Jun-15,Mara,7.945
213,11-Jun-15,Mara,26.896
214,16-Jun-15,Mara,14.587
215,21-Jun-15,Mara,3.204
216,26-Jun-15,Mara,7.288
217,1-Jan-16,Mara,17.044
218,6-Jan-16,Mara,22.623
219,11-Jan-16,Mara,18.364
220,16-Jan-16,Mara,24.88
221,21-Jan-16,Mara,21.871
222,26-Jan-16,Mara,5.822
223,1-Feb-16,Mara,6.448
224,6-Feb-16,Mara,9.553
225,11-Feb-16,Mara,8.283
226,16-Feb-16,Mara,8.031
227,21-Feb-16,Mara,5.71
228,26-Feb-16,Mara,9.712
229,1-Mar-16,Mara,12.813
230,6-Mar-16,Mara,50.889
231,11-Mar-16,Mara,3.848
232,16-Mar-16,Mara,11.711
233,21-Mar-16,Mara,18.863
234,26-Mar-16,Mara,16.36
235,1-Apr-16,Mara,61.744
236,6-Apr-16,Mara,45.267
237,11-Apr-16,Mara,16.352
238,16-Apr-16,Mara,37.735
239,21-Apr-16,Mara,43.76
240,26-Apr-16,Mara,61.641
241,1-May-16,Mara,13.16
242,6-May-16,Mara,40.634
243,11-May-16,Mara,13.861
244,16-May-16,Mara,6.561
245,21-May-16,Mara,4.784
246,26-May-16,Mara,5.366
247,1-Jun-16,Mara,3.71
248,6-Jun-16,Mara,3.109
249,11-Jun-16,Mara,3.465
250,16-Jun-16,Mara,5.615
251,21-Jun-16,Mara,3.436
252,26-Jun-16,Mara,2.545
253,1-Jan-17,Mara,4.098
254,6-Jan-17,Mara,2.264
255,11-Jan-17,Mara,2.109
256,16-Jan-17,Mara,2.2
257,21-Jan-17,Mara,2.518
258,26-Jan-17,Mara,8.531
259,1-Feb-17,Mara,7.691
260,6-Feb-17,Mara,2.173
261,11-Feb-17,Mara,2.266
262,16-Feb-17,Mara,8.437
263,21-Feb-17,Mara,43.664
264,26-Feb-17,Mara,3.891
265,1-Mar-17,Mara,16.886
266,6-Mar-17,Mara,14.092
267,11-Mar-17,Mara,17.67
268,16-Mar-17,Mara,27.397
269,21-Mar-17,Mara,32.111
270,26-Mar-17,Mara,51.888
271,1-Apr-17,Mara,4.164
272,6-Apr-17,Mara,31.312
273,11-Apr-17,Mara,4.34
274,16-Apr-17,Mara,41.232
275,21-Apr-17,Mara,27.719
276,26-Apr-17,Mara,20.186
277,1-May-17,Mara,33.284
278,6-May-17,Mara,26.167
279,11-May-17,Mara,31.265
280,16-May-17,Mara,25.356
281,21-May-17,Mara,4.72
282,26-May-17,Mara,11.435
283,1-Jun-17,Mara,25.288
284,6-Jun-17,Mara,5.449
285,11-Jun-17,Mara,3.028
286,16-Jun-17,Mara,2.574
287,21-Jun-17,Mara,2.903
288,26-Jun-17,Mara,4.8
289,1-Jul-10,Mara,1.602
290,6-Jul-10,Mara,1.569
291,11-Jul-10,Mara,1.798
292,16-Jul-10,Mara,1.153
293,21-Jul-10,Mara,3.893
294,26-Jul-10,Mara,2.922
295,1-Aug-10,Mara,2.533
296,6-Aug-10,Mara,2.978
297,11-Aug-10,Mara,4.49
298,16-Aug-10,Mara,2.83
299,21-Aug-10,Mara,4.249
300,26-Aug-10,Mara,6.034
301,1-Sep-10,Mara,3.009
302,6-Sep-10,Mara,27.381
303,11-Sep-10,Mara,5.485
304,16-Sep-10,Mara,11.218
305,21-Sep-10,Mara,11.455
306,26-Sep-10,Mara,4.08
307,1-Oct-10,Mara,4.684
308,6-Oct-10,Mara,16.639
309,11-Oct-10,Mara,18.876
310,16-Oct-10,Mara,11.302
311,21-Oct-10,Mara,31.85
312,26-Oct-10,Mara,6.084
313,1-Nov-10,Mara,12.893
314,6-Nov-10,Mara,16.076
315,11-Nov-10,Mara,20.643
316,16-Nov-10,Mara,18.417
317,21-Nov-10,Mara,5.719
318,26-Nov-10,Mara,15.063
319,1-Dec-10,Mara,9.222
320,6-Dec-10,Mara,19.396
321,11-Dec-10,Mara,4.671
322,16-Dec-10,Mara,2.405
323,21-Dec-10,Mara,22.484
324,26-Dec-10,Mara,27.006
325,1-Jul-11,Mara,5.818
326,6-Jul-11,Mara,2.424
327,11-Jul-11,Mara,1.261
328,16-Jul-11,Mara,1.582
329,21-Jul-11,Mara,4.523
330,26-Jul-11,Mara,15.536
331,1-Aug-11,Mara,1.639
332,6-Aug-11,Mara,11.09
333,11-Aug-11,Mara,48.568
334,16-Aug-11,Mara,16.784
335,21-Aug-11,Mara,6.616
336,26-Aug-11,Mara,8.572
337,1-Sep-11,Mara,21.578
338,6-Sep-11,Mara,20.982
339,11-Sep-11,Mara,9.762
340,16-Sep-11,Mara,20.536
341,21-Sep-11,Mara,8.842
342,26-Sep-11,Mara,15.725
343,1-Oct-11,Mara,19.722
344,6-Oct-11,Mara,4.57
345,11-Oct-11,Mara,18.884
346,16-Oct-11,Mara,16.032
347,21-Oct-11,Mara,12.415
348,26-Oct-11,Mara,23.982
349,1-Nov-11,Mara,31.748
350,6-Nov-11,Mara,60.692
351,11-Nov-11,Mara,26.336
352,16-Nov-11,Mara,27.533
353,21-Nov-11,Mara,42.558
354,26-Nov-11,Mara,83.703
355,1-Dec-11,Mara,20.224
356,6-Dec-11,Mara,16.207
357,11-Dec-11,Mara,24.41
358,16-Dec-11,Mara,18.407
359,21-Dec-11,Mara,26.562
360,26-Dec-11,Mara,7.404
361,1-Jul-12,Mara,2.531
362,6-Jul-12,Mara,1.968
363,11-Jul-12,Mara,1.182
364,16-Jul-12,Mara,2.147
365,21-Jul-12,Mara,6.192
366,26-Jul-12,Mara,4.184
367,1-Aug-12,Mara,1.741
368,6-Aug-12,Mara,12.496
369,11-Aug-12,Mara,4.352
370,16-Aug-12,Mara,4.559
371,21-Aug-12,Mara,8.128
372,26-Aug-12,Mara,11.659
373,1-Sep-12,Mara,7.096
374,6-Sep-12,Mara,9.446
375,11-Sep-12,Mara,22.524
376,16-Sep-12,Mara,2.403
377,21-Sep-12,Mara,11.196
378,26-Sep-12,Mara,5.921
379,1-Oct-12,Mara,3.918
380,6-Oct-12,Mara,8.578
381,11-Oct-12,Mara,49.417
382,16-Oct-12,Mara,11.686
383,21-Oct-12,Mara,3.734
384,26-Oct-12,Mara,58.658
385,1-Nov-12,Mara,26.674
386,6-Nov-12,Mara,34.148
387,11-Nov-12,Mara,6.937
388,16-Nov-12,Mara,8.3
389,21-Nov-12,Mara,16.33
390,26-Nov-12,Mara,16.158
391,1-Dec-12,Mara,7.6
392,6-Dec-12,Mara,32.687
393,11-Dec-12,Mara,13.052
394,16-Dec-12,Mara,7.107
395,21-Dec-12,Mara,16.458
396,26-Dec-12,Mara,56.051
397,1-Jul-13,Mara,1.591
398,6-Jul-13,Mara,1.234
399,11-Jul-13,Mara,1.041
400,16-Jul-13,Mara,1.334
401,21-Jul-13,Mara,1.107
402,26-Jul-13,Mara,5.687
403,1-Aug-13,Mara,3.054
404,6-Aug-13,Mara,4.425
405,11-Aug-13,Mara,6.388
406,16-Aug-13,Mara,12.396
407,21-Aug-13,Mara,3.653
408,26-Aug-13,Mara,6.064
409,1-Sep-13,Mara,11.923
410,6-Sep-13,Mara,3.81
411,11-Sep-13,Mara,2.095
412,16-Sep-13,Mara,11.692
413,21-Sep-13,Mara,5.933
414,26-Sep-13,Mara,30.383
415,1-Oct-13,Mara,21.398
416,6-Oct-13,Mara,6.554
417,11-Oct-13,Mara,3.591
418,16-Oct-13,Mara,1.219
419,21-Oct-13,Mara,5.937
420,26-Oct-13,Mara,7.851
421,1-Nov-13,Mara,4.695
422,6-Nov-13,Mara,32.402
423,11-Nov-13,Mara,6.931
424,16-Nov-13,Mara,21.817
425,21-Nov-13,Mara,47.762
426,26-Nov-13,Mara,19.649
427,1-Dec-13,Mara,5.047
428,6-Dec-13,Mara,13.109
429,11-Dec-13,Mara,49.211
430,16-Dec-13,Mara,14.125
431,21-Dec-13,Mara,2.924
432,26-Dec-13,Mara,30.384
433,1-Jul-14,Mara,1.708
434,6-Jul-14,Mara,2.73
435,11-Jul-14,Mara,2.012
436,16-Jul-14,Mara,2.776
437,21-Jul-14,Mara,5.142
438,26-Jul-14,Mara,5.86
439,1-Aug-14,Mara,5.902
440,6-Aug-14,Mara,17.04
441,11-Aug-14,Mara,14.416
442,16-Aug-14,Mara,5.437
443,21-Aug-14,Mara,38.099
444,26-Aug-14,Mara,28.983
445,1-Sep-14,Mara,32.962
446,6-Sep-14,Mara,3.205
447,11-Sep-14,Mara,2.709
448,16-Sep-14,Mara,11.098
449,21-Sep-14,Mara,5.715
450,26-Sep-14,Mara,11.04
451,1-Oct-14,Mara,18.107
452,6-Oct-14,Mara,3.93
453,11-Oct-14,Mara,17.528
454,16-Oct-14,Mara,31.994
455,21-Oct-14,Mara,16.954
456,26-Oct-14,Mara,16.71
457,1-Nov-14,Mara,7.747
458,6-Nov-14,Mara,4.385
459,11-Nov-14,Mara,20.364
460,16-Nov-14,Mara,23.081
461,21-Nov-14,Mara,23.454
462,26-Nov-14,Mara,22.341
463,1-Dec-14,Mara,28.781
464,6-Dec-14,Mara,10.845
465,11-Dec-14,Mara,5.275
466,16-Dec-14,Mara,21.531
467,21-Dec-14,Mara,15.05
468,26-Dec-14,Mara,20.573
469,1-Jul-15,Mara,1.863
470,6-Jul-15,Mara,1.007
471,11-Jul-15,Mara,0.862
472,16-Jul-15,Mara,1.215
473,21-Jul-15,Mara,0.889
474,26-Jul-15,Mara,4.527
475,1-Aug-15,Mara,5.599
476,6-Aug-15,Mara,3.078
477,11-Aug-15,Mara,1.608
478,16-Aug-15,Mara,2.088
479,21-Aug-15,Mara,1.862
480,26-Aug-15,Mara,3.562
481,1-Sep-15,Mara,17.359
482,6-Sep-15,Mara,3.45
483,11-Sep-15,Mara,5.443
484,16-Sep-15,Mara,8.707
485,21-Sep-15,Mara,4.037
486,26-Sep-15,Mara,6.364
487,1-Oct-15,Mara,16.925
488,6-Oct-15,Mara,6.172
489,11-Oct-15,Mara,18.369
490,16-Oct-15,Mara,25.393
491,21-Oct-15,Mara,19.896
492,26-Oct-15,Mara,51.213
493,1-Nov-15,Mara,23.143
494,6-Nov-15,Mara,58.686
495,11-Nov-15,Mara,17.445
496,16-Nov-15,Mara,23.878
497,21-Nov-15,Mara,24.371
498,26-Nov-15,Mara,27.196
499,1-Dec-15,Mara,47.348
500,6-Dec-15,Mara,21.363
501,11-Dec-15,Mara,30.697
502,16-Dec-15,Mara,31.353
503,21-Dec-15,Mara,15.386
504,26-Dec-15,Mara,10.698
505,1-Jul-16,Mara,1.508
506,6-Jul-16,Mara,1.6
507,11-Jul-16,Mara,1.075
508,16-Jul-16,Mara,0.952
509,21-Jul-16,Mara,1.343
510,26-Jul-16,Mara,3.31
511,1-Aug-16,Mara,3.45
512,6-Aug-16,Mara,6.941
513,11-Aug-16,Mara,3.035
514,16-Aug-16,Mara,1.608
515,21-Aug-16,Mara,2.156
516,26-Aug-16,Mara,2.108
517,1-Sep-16,Mara,1.919
518,6-Sep-16,Mara,1.947
519,11-Sep-16,Mara,4.217
520,16-Sep-16,Mara,4.437
521,21-Sep-16,Mara,5.178
522,26-Sep-16,Mara,17.641
523,1-Oct-16,Mara,28.363
524,6-Oct-16,Mara,10.031
525,11-Oct-16,Mara,2.363
526,16-Oct-16,Mara,3.435
527,21-Oct-16,Mara,3.601
528,26-Oct-16,Mara,13.687
529,1-Nov-16,Mara,43.221
530,6-Nov-16,Mara,11.072
531,11-Nov-16,Mara,39.801
532,16-Nov-16,Mara,7.889
533,21-Nov-16,Mara,4.229
534,26-Nov-16,Mara,16.126
535,1-Dec-16,Mara,19.136
536,6-Dec-16,Mara,19.092
537,11-Dec-16,Mara,7.816
538,16-Dec-16,Mara,3.405
539,21-Dec-16,Mara,1.736
540,26-Dec-16,Mara,3.807
541,1-Jul-17,Mara,7.37
542,6-Jul-17,Mara,3.062
543,11-Jul-17,Mara,8.91
544,16-Jul-17,Mara,3.181
545,21-Jul-17,Mara,3.379
546,26-Jul-17,Mara,4.32
547,1-Aug-17,Mara,2.533
548,6-Aug-17,Mara,5.354
549,11-Aug-17,Mara,2.847
550,16-Aug-17,Mara,8.133
551,21-Aug-17,Mara,8.83
552,26-Aug-17,Mara,8.185
553,1-Sep-17,Mara,11.692
554,6-Sep-17,Mara,6.036
555,11-Sep-17,Mara,5.094
556,16-Sep-17,Mara,9.439
557,21-Sep-17,Mara,2.967
558,26-Sep-17,Mara,17.609
559,1-Oct-17,Mara,3.095
560,6-Oct-17,Mara,9.626
561,11-Oct-17,Mara,21.125
562,16-Oct-17,Mara,24.612
563,21-Oct-17,Mara,6.602
564,26-Oct-17,Mara,12.559
565,1-Nov-17,Mara,27.103
566,6-Nov-17,Mara,34.221
567,11-Nov-17,Mara,7.196
568,16-Nov-17,Mara,2.782
569,21-Nov-17,Mara,18.369
570,26-Nov-17,Mara,20.351
571,1-Dec-17,Mara,10.941
572,6-Dec-17,Mara,34.197
573,11-Dec-17,Mara,9.066
574,16-Dec-17,Mara,5.214
575,21-Dec-17,Mara,3.652
576,26-Dec-17,Mara,19.615
577,1-Jan-18,Mara,13.105
578,6-Jan-18,Mara,8.808
579,11-Jan-18,Mara,14.515
580,16-Jan-18,Mara,12.398
581,21-Jan-18,Mara,7.548
582,26-Jan-18,Mara,9.413
583,1-Feb-18,Mara,2.117
584,6-Feb-18,Mara,4.11
585,11-Feb-18,Mara,2.611
586,16-Feb-18,Mara,11.439
587,21-Feb-18,Mara,27.984
588,26-Feb-18,Mara,21.241
589,1-Mar-18,Mara,47.56
590,6-Mar-18,Mara,48.444
591,11-Mar-18,Mara,26.999
592,16-Mar-18,Mara,40.49
593,21-Mar-18,Mara,24.351
594,26-Mar-18,Mara,49.425
595,1-Apr-18,Mara,46.364
596,6-Apr-18,Mara,27.685
597,11-Apr-18,Mara,86.623
598,16-Apr-18,Mara,43.296
599,21-Apr-18,Mara,38.412
600,26-Apr-18,Mara,31.335
601,1-May-18,Mara,50.152
602,6-May-18,Mara,34.51
603,11-May-18,Mara,52.542
604,16-May-18,Mara,19.61
605,21-May-18,Mara,29.88
606,26-May-18,Mara,11.531
607,1-Jun-18,Mara,25.925
608,6-Jun-18,Mara,8.092
609,11-Jun-18,Mara,4.085
610,16-Jun-18,Mara,6.436
611,21-Jun-18,Mara,12.363
612,26-Jun-18,Mara,8.878
613,1-Jul-18,Mara,2.356
614,6-Jul-18,Mara,1.428
615,11-Jul-18,Mara,1.474
616,16-Jul-18,Mara,1.007
617,21-Jul-18,Mara,0.98
618,26-Jul-18,Mara,5.406
619,1-Jan-10,Arusha,14.882
620,6-Jan-10,Arusha,37.012
621,11-Jan-10,Arusha,5.642
622,16-Jan-10,Arusha,4.302
623,21-Jan-10,Arusha,4.457
624,26-Jan-10,Arusha,5.392
625,1-Feb-10,Arusha,7.463
626,6-Feb-10,Arusha,9.008
627,11-Feb-10,Arusha,3.712
628,16-Feb-10,Arusha,28.075
629,21-Feb-10,Arusha,16.131
630,26-Feb-10,Arusha,7.084
631,1-Mar-10,Arusha,28.46
632,6-Mar-10,Arusha,13.585
633,11-Mar-10,Arusha,9.785
634,16-Mar-10,Arusha,10.827
635,21-Mar-10,Arusha,50.302
636,26-Mar-10,Arusha,58.255
637,1-Apr-10,Arusha,13.725
638,6-Apr-10,Arusha,13.977
639,11-Apr-10,Arusha,9.695
640,16-Apr-10,Arusha,47.239
641,21-Apr-10,Arusha,12.982
642,26-Apr-10,Arusha,18.604
643,1-May-10,Arusha,9.479
644,6-May-10,Arusha,7.558
645,11-May-10,Arusha,14.163
646,16-May-10,Arusha,7.258
647,21-May-10,Arusha,7.591
648,26-May-10,Arusha,11.522
649,1-Jun-10,Arusha,3.254
650,6-Jun-10,Arusha,2.721
651,11-Jun-10,Arusha,1.832
652,16-Jun-10,Arusha,2.157
653,21-Jun-10,Arusha,1.612
654,26-Jun-10,Arusha,1.381
655,1-Jan-11,Arusha,7.156
656,6-Jan-11,Arusha,16.386
657,11-Jan-11,Arusha,26.568
658,16-Jan-11,Arusha,7.999
659,21-Jan-11,Arusha,7.736
660,26-Jan-11,Arusha,26.945
661,1-Feb-11,Arusha,4.365
662,6-Feb-11,Arusha,5.116
663,11-Feb-11,Arusha,43.368
664,16-Feb-11,Arusha,21.798
665,21-Feb-11,Arusha,5.276
666,26-Feb-11,Arusha,2.22
667,1-Mar-11,Arusha,10.741
668,6-Mar-11,Arusha,20.298
669,11-Mar-11,Arusha,16.657
670,16-Mar-11,Arusha,35.514
671,21-Mar-11,Arusha,27.055
672,26-Mar-11,Arusha,28.307
673,1-Apr-11,Arusha,10.081
674,6-Apr-11,Arusha,5.484
675,11-Apr-11,Arusha,9.148
676,16-Apr-11,Arusha,8.125
677,21-Apr-11,Arusha,9.453
678,26-Apr-11,Arusha,11.254
679,1-May-11,Arusha,6.159
680,6-May-11,Arusha,5.302
681,11-May-11,Arusha,5.587
682,16-May-11,Arusha,19.238
683,21-May-11,Arusha,3.357
684,26-May-11,Arusha,5.575
685,1-Jun-11,Arusha,2.359
686,6-Jun-11,Arusha,1.797
687,11-Jun-11,Arusha,1.413
688,16-Jun-11,Arusha,1.34
689,21-Jun-11,Arusha,1.375
690,26-Jun-11,Arusha,1.618
691,1-Jan-12,Arusha,2.636
692,6-Jan-12,Arusha,5.71
693,11-Jan-12,Arusha,3.745
694,16-Jan-12,Arusha,8.185
695,21-Jan-12,Arusha,3.242
696,26-Jan-12,Arusha,3.049
697,1-Feb-12,Arusha,2.955
698,6-Feb-12,Arusha,2.823
699,11-Feb-12,Arusha,2.982
700,16-Feb-12,Arusha,3.599
701,21-Feb-12,Arusha,4.411
702,26-Feb-12,Arusha,22.106
703,1-Mar-12,Arusha,35.198
704,6-Mar-12,Arusha,9.644
705,11-Mar-12,Arusha,7.114
706,16-Mar-12,Arusha,5.779
707,21-Mar-12,Arusha,3.38
708,26-Mar-12,Arusha,7.516
709,1-Apr-12,Arusha,43.981
710,6-Apr-12,Arusha,16.014
711,11-Apr-12,Arusha,9.888
712,16-Apr-12,Arusha,62.521
713,21-Apr-12,Arusha,79.189
714,26-Apr-12,Arusha,10.792
715,1-May-12,Arusha,20.706
716,6-May-12,Arusha,9.417
717,11-May-12,Arusha,13.384
718,16-May-12,Arusha,9.135
719,21-May-12,Arusha,8.191
720,26-May-12,Arusha,8.883
721,1-Jun-12,Arusha,2.464
722,6-Jun-12,Arusha,2.572
723,11-Jun-12,Arusha,0.987
724,16-Jun-12,Arusha,0.97
725,21-Jun-12,Arusha,1.493
726,26-Jun-12,Arusha,1.041
727,1-Jan-13,Arusha,11.183
728,6-Jan-13,Arusha,12.64
729,11-Jan-13,Arusha,4.055
730,16-Jan-13,Arusha,4.56
731,21-Jan-13,Arusha,3.943
732,26-Jan-13,Arusha,31.444
733,1-Feb-13,Arusha,10.633
734,6-Feb-13,Arusha,3.587
735,11-Feb-13,Arusha,4.195
736,16-Feb-13,Arusha,4.613
737,21-Feb-13,Arusha,6.06
738,26-Feb-13,Arusha,1.924
739,1-Mar-13,Arusha,7.903
740,6-Mar-13,Arusha,54.234
741,11-Mar-13,Arusha,28.747
742,16-Mar-13,Arusha,46.174
743,21-Mar-13,Arusha,11.076
744,26-Mar-13,Arusha,53.218
745,1-Apr-13,Arusha,29.235
746,6-Apr-13,Arusha,44.469
747,11-Apr-13,Arusha,68.497
748,16-Apr-13,Arusha,16.67
749,21-Apr-13,Arusha,11.869
750,26-Apr-13,Arusha,10.631
751,1-May-13,Arusha,4.869
752,6-May-13,Arusha,1.935
753,11-May-13,Arusha,1.807
754,16-May-13,Arusha,2.551
755,21-May-13,Arusha,2.805
756,26-May-13,Arusha,3.639
757,1-Jun-13,Arusha,1.343
758,6-Jun-13,Arusha,0.936
759,11-Jun-13,Arusha,0.718
760,16-Jun-13,Arusha,0.87
761,21-Jun-13,Arusha,0.527
762,26-Jun-13,Arusha,0.344
763,1-Jan-14,Arusha,4.617
764,6-Jan-14,Arusha,3.881
765,11-Jan-14,Arusha,5.085
766,16-Jan-14,Arusha,14.273
767,21-Jan-14,Arusha,5.367
768,26-Jan-14,Arusha,4.363
769,1-Feb-14,Arusha,3.113
770,6-Feb-14,Arusha,33.954
771,11-Feb-14,Arusha,38.15
772,16-Feb-14,Arusha,30.65
773,21-Feb-14,Arusha,3.2
774,26-Feb-14,Arusha,1.285
775,1-Mar-14,Arusha,5.382
776,6-Mar-14,Arusha,7.322
