,Month,Year,Adm1,Temp,MoY
745,10,2010,Tombouctou,23.67314516,10_2010
746,11,2010,Tombouctou,16.10459667,11_2010
747,12,2010,Tombouctou,13.72311935,12_2010
748,1,2011,Tombouctou,12.75296129,1_2011
749,2,2011,Tombouctou,10.7558,2_2011
750,3,2011,Tombouctou,18.11979677,3_2011
751,4,2011,Tombouctou,20.2121,4_2011
752,5,2011,Tombouctou,24.3209871,5_2011
753,6,2011,Tombouctou,26.84062,6_2011
754,7,2011,Tombouctou,27.91669355,7_2011
755,8,2011,Tombouctou,27.96066129,8_2011
756,9,2011,Tombouctou,25.87467333,9_2011
757,10,2011,Tombouctou,21.01660323,10_2011
758,11,2011,Tombouctou,15.13303667,11_2011
759,12,2011,Tombouctou,9.967441935,12_2011
760,1,2012,Tombouctou,8.730258065,1_2012
761,2,2012,Tombouctou,11.0985931,2_2012
762,3,2012,Tombouctou,16.4413,3_2012
763,4,2012,Tombouctou,20.38160333,4_2012
764,5,2012,Tombouctou,23.5306871,5_2012
765,6,2012,Tombouctou,27.27016667,6_2012
766,7,2012,Tombouctou,28.28400323,7_2012
767,8,2012,Tombouctou,27.63823871,8_2012
768,9,2012,Tombouctou,26.66488,9_2012
769,10,2012,Tombouctou,23.47622581,10_2012
770,11,2012,Tombouctou,17.67764667,11_2012
771,12,2012,Tombouctou,11.04090645,12_2012
772,1,2013,Tombouctou,9.689841935,1_2013
773,2,2013,Tombouctou,11.14313214,2_2013
774,3,2013,Tombouctou,17.12201935,3_2013
775,4,2013,Tombouctou,18.97667333,4_2013
776,5,2013,Tombouctou,23.5904129,5_2013
777,6,2013,Tombouctou,26.94926333,6_2013
778,7,2013,Tombouctou,28.43594839,7_2013
779,8,2013,Tombouctou,27.76590323,8_2013
780,9,2013,Tombouctou,26.14105333,9_2013
781,10,2013,Tombouctou,22.46225806,10_2013
782,11,2013,Tombouctou,16.10871333,11_2013
783,12,2013,Tombouctou,11.44305484,12_2013
784,1,2014,Tombouctou,11.3974129,1_2014
785,2,2014,Tombouctou,11.65604286,2_2014
786,3,2014,Tombouctou,14.53753548,3_2014
787,4,2014,Tombouctou,19.35849,4_2014
788,5,2014,Tombouctou,24.87876452,5_2014
789,6,2014,Tombouctou,27.19003667,6_2014
790,7,2014,Tombouctou,28.24816129,7_2014
791,8,2014,Tombouctou,28.01209355,8_2014
792,9,2014,Tombouctou,27.03754667,9_2014
793,10,2014,Tombouctou,21.63134516,10_2014
794,11,2014,Tombouctou,16.26336333,11_2014
795,12,2014,Tombouctou,10.9846871,12_2014
796,1,2015,Tombouctou,9.985254839,1_2015
797,2,2015,Tombouctou,13.10310714,2_2015
798,3,2015,Tombouctou,14.71718387,3_2015
799,4,2015,Tombouctou,20.01068667,4_2015
800,5,2015,Tombouctou,23.0473871,5_2015
801,6,2015,Tombouctou,26.00580667,6_2015
802,7,2015,Tombouctou,27.89819032,7_2015
803,8,2015,Tombouctou,28.92894516,8_2015
804,9,2015,Tombouctou,27.04661333,9_2015
805,10,2015,Tombouctou,24.70378065,10_2015
806,11,2015,Tombouctou,16.53890333,11_2015
807,12,2015,Tombouctou,11.62950323,12_2015
808,1,2016,Tombouctou,13.7183,1_2016
809,2,2016,Tombouctou,12.87394138,2_2016
810,3,2016,Tombouctou,14.45598065,3_2016
811,4,2016,Tombouctou,21.74483667,4_2016
812,5,2016,Tombouctou,25.43790645,5_2016
813,6,2016,Tombouctou,26.87535,6_2016
814,7,2016,Tombouctou,28.74997097,7_2016
815,8,2016,Tombouctou,28.57973226,8_2016
816,9,2016,Tombouctou,27.69064333,9_2016
817,10,2016,Tombouctou,23.05707097,10_2016
818,11,2016,Tombouctou,17.22235667,11_2016
819,12,2016,Tombouctou,12.9085,12_2016
820,1,2017,Tombouctou,8.467335484,1_2017
821,2,2017,Tombouctou,15.10669643,2_2017
822,3,2017,Tombouctou,17.91450323,3_2017
823,4,2017,Tombouctou,20.30062333,4_2017
824,5,2017,Tombouctou,27.22870645,5_2017
825,6,2017,Tombouctou,28.24650333,6_2017
826,7,2017,Tombouctou,29.30532581,7_2017
827,8,2017,Tombouctou,28.5147871,8_2017
828,9,2017,Tombouctou,27.2292,9_2017
829,10,2017,Tombouctou,21.25819355,10_2017
830,11,2017,Tombouctou,15.30547667,11_2017
831,12,2017,Tombouctou,9.802170968,12_2017
832,1,2018,Tombouctou,10.64623226,1_2018
833,2,2018,Tombouctou,13.18833929,2_2018
834,3,2018,Tombouctou,16.95243871,3_2018
835,4,2018,Tombouctou,19.38823,4_2018
836,5,2018,Tombouctou,22.66115484,5_2018
837,6,2018,Tombouctou,27.114,6_2018
838,7,2018,Tombouctou,28.41223548,7_2018
839,8,2018,Tombouctou,28.60679032,8_2018
840,9,2018,Tombouctou,28.80385,9_2018
