,Date,Adm1,precipitation
1,1-Jan-10,Tombouctou,0.147
2,6-Jan-10,Tombouctou,0.128
3,11-Jan-10,Tombouctou,0.121
4,16-Jan-10,Tombouctou,0.119
5,21-Jan-10,Tombouctou,0.12
6,26-Jan-10,Tombouctou,0.157
7,1-Feb-10,Tombouctou,0.182
8,6-Feb-10,Tombouctou,0.185
9,11-Feb-10,Tombouctou,0.194
10,16-Feb-10,Tombouctou,0.191
11,21-Feb-10,Tombouctou,0.174
12,26-Feb-10,Tombouctou,0.091
13,1-Mar-10,Tombouctou,0.095
14,6-Mar-10,Tombouctou,0.078
15,11-Mar-10,Tombouctou,0.07
16,16-Mar-10,Tombouctou,0.068
17,21-Mar-10,Tombouctou,0.075
18,26-Mar-10,Tombouctou,0.093
19,1-Apr-10,Tombouctou,0.114
20,6-Apr-10,Tombouctou,0.109
21,11-Apr-10,Tombouctou,0.169
22,16-Apr-10,Tombouctou,0.511
23,21-Apr-10,Tombouctou,0.234
24,26-Apr-10,Tombouctou,0.174
25,1-May-10,Tombouctou,0.106
26,6-May-10,Tombouctou,0.111
27,11-May-10,Tombouctou,0.116
28,16-May-10,Tombouctou,0.124
29,21-May-10,Tombouctou,0.123
30,26-May-10,Tombouctou,0.202
31,1-Jun-10,Tombouctou,0.159
32,6-Jun-10,Tombouctou,0.196
33,11-Jun-10,Tombouctou,0.194
34,16-Jun-10,Tombouctou,0.174
35,21-Jun-10,Tombouctou,0.254
36,26-Jun-10,Tombouctou,0.449
37,1-Jul-10,Tombouctou,0.891
38,6-Jul-10,Tombouctou,1.212
39,11-Jul-10,Tombouctou,1.29
40,16-Jul-10,Tombouctou,1.039
41,21-Jul-10,Tombouctou,6.06
42,26-Jul-10,Tombouctou,2.311
43,1-Aug-10,Tombouctou,2.87
44,6-Aug-10,Tombouctou,10.427
45,11-Aug-10,Tombouctou,7.612
46,16-Aug-10,Tombouctou,3.22
47,21-Aug-10,Tombouctou,3.417
48,26-Aug-10,Tombouctou,3.649
49,1-Sep-10,Tombouctou,8.554
50,6-Sep-10,Tombouctou,6.159
51,11-Sep-10,Tombouctou,3.032
52,16-Sep-10,Tombouctou,6.609
53,21-Sep-10,Tombouctou,0.959
54,26-Sep-10,Tombouctou,0.871
55,1-Oct-10,Tombouctou,0.505
56,6-Oct-10,Tombouctou,0.379
57,11-Oct-10,Tombouctou,0.253
58,16-Oct-10,Tombouctou,0.185
59,21-Oct-10,Tombouctou,0.101
60,26-Oct-10,Tombouctou,0.082
61,1-Nov-10,Tombouctou,0.131
62,6-Nov-10,Tombouctou,0.101
63,11-Nov-10,Tombouctou,0.085
64,16-Nov-10,Tombouctou,0.085
65,21-Nov-10,Tombouctou,0.096
66,26-Nov-10,Tombouctou,0.122
67,1-Dec-10,Tombouctou,0.198
68,6-Dec-10,Tombouctou,0.225
69,11-Dec-10,Tombouctou,0.237
70,16-Dec-10,Tombouctou,0.24
71,21-Dec-10,Tombouctou,0.231
72,26-Dec-10,Tombouctou,0.251
73,1-Jan-11,Tombouctou,0.147
74,6-Jan-11,Tombouctou,0.127
75,11-Jan-11,Tombouctou,0.12
76,16-Jan-11,Tombouctou,0.139
77,21-Jan-11,Tombouctou,0.119
78,26-Jan-11,Tombouctou,0.185
79,1-Feb-11,Tombouctou,0.192
80,6-Feb-11,Tombouctou,0.416
81,11-Feb-11,Tombouctou,0.194
82,16-Feb-11,Tombouctou,0.191
83,21-Feb-11,Tombouctou,0.176
84,26-Feb-11,Tombouctou,0.092
85,1-Mar-11,Tombouctou,0.096
86,6-Mar-11,Tombouctou,0.081
87,11-Mar-11,Tombouctou,0.07
88,16-Mar-11,Tombouctou,0.071
89,21-Mar-11,Tombouctou,0.072
90,26-Mar-11,Tombouctou,0.089
91,1-Apr-11,Tombouctou,0.102
92,6-Apr-11,Tombouctou,0.11
93,11-Apr-11,Tombouctou,0.1
94,16-Apr-11,Tombouctou,0.101
95,21-Apr-11,Tombouctou,0.103
96,26-Apr-11,Tombouctou,0.108
97,1-May-11,Tombouctou,0.104
98,6-May-11,Tombouctou,0.138
99,11-May-11,Tombouctou,0.127
100,16-May-11,Tombouctou,0.117
101,21-May-11,Tombouctou,0.117
102,26-May-11,Tombouctou,0.167
103,1-Jun-11,Tombouctou,0.17
104,6-Jun-11,Tombouctou,0.197
105,11-Jun-11,Tombouctou,0.148
106,16-Jun-11,Tombouctou,0.32
107,21-Jun-11,Tombouctou,0.766
108,26-Jun-11,Tombouctou,0.477
109,1-Jul-11,Tombouctou,0.989
110,6-Jul-11,Tombouctou,1.162
111,11-Jul-11,Tombouctou,0.817
112,16-Jul-11,Tombouctou,1.422
113,21-Jul-11,Tombouctou,0.971
114,26-Jul-11,Tombouctou,3.476
115,1-Aug-11,Tombouctou,2.833
116,6-Aug-11,Tombouctou,2.317
117,11-Aug-11,Tombouctou,3.48
118,16-Aug-11,Tombouctou,6.873
119,21-Aug-11,Tombouctou,6.34
120,26-Aug-11,Tombouctou,6.739
121,1-Sep-11,Tombouctou,2.869
122,6-Sep-11,Tombouctou,1.353
123,11-Sep-11,Tombouctou,1.175
124,16-Sep-11,Tombouctou,1.315
125,21-Sep-11,Tombouctou,1.051
126,26-Sep-11,Tombouctou,1.366
127,1-Oct-11,Tombouctou,0.502
128,6-Oct-11,Tombouctou,0.254
129,11-Oct-11,Tombouctou,0.204
130,16-Oct-11,Tombouctou,0.173
131,21-Oct-11,Tombouctou,0.193
132,26-Oct-11,Tombouctou,0.082
133,1-Nov-11,Tombouctou,0.131
134,6-Nov-11,Tombouctou,0.099
135,11-Nov-11,Tombouctou,0.085
136,16-Nov-11,Tombouctou,0.085
137,21-Nov-11,Tombouctou,0.096
138,26-Nov-11,Tombouctou,0.121
139,1-Dec-11,Tombouctou,0.198
140,6-Dec-11,Tombouctou,0.224
141,11-Dec-11,Tombouctou,0.249
142,16-Dec-11,Tombouctou,0.24
143,21-Dec-11,Tombouctou,0.231
144,26-Dec-11,Tombouctou,0.25
145,1-Jan-12,Tombouctou,0.147
146,6-Jan-12,Tombouctou,0.127
147,11-Jan-12,Tombouctou,0.12
148,16-Jan-12,Tombouctou,0.119
149,21-Jan-12,Tombouctou,0.119
150,26-Jan-12,Tombouctou,0.156
151,1-Feb-12,Tombouctou,0.212
152,6-Feb-12,Tombouctou,0.19
153,11-Feb-12,Tombouctou,0.478
154,16-Feb-12,Tombouctou,0.191
155,21-Feb-12,Tombouctou,0.186
156,26-Feb-12,Tombouctou,0.092
157,1-Mar-12,Tombouctou,0.096
158,6-Mar-12,Tombouctou,0.078
159,11-Mar-12,Tombouctou,0.069
160,16-Mar-12,Tombouctou,0.163
161,21-Mar-12,Tombouctou,0.216
162,26-Mar-12,Tombouctou,0.368
163,1-Apr-12,Tombouctou,0.29
164,6-Apr-12,Tombouctou,0.498
165,11-Apr-12,Tombouctou,0.265
166,16-Apr-12,Tombouctou,0.231
167,21-Apr-12,Tombouctou,0.104
168,26-Apr-12,Tombouctou,0.129
169,1-May-12,Tombouctou,0.104
170,6-May-12,Tombouctou,0.108
171,11-May-12,Tombouctou,0.121
172,16-May-12,Tombouctou,0.116
173,21-May-12,Tombouctou,0.119
174,26-May-12,Tombouctou,0.167
175,1-Jun-12,Tombouctou,0.156
176,6-Jun-12,Tombouctou,0.208
177,11-Jun-12,Tombouctou,0.336
178,16-Jun-12,Tombouctou,0.254
179,21-Jun-12,Tombouctou,0.433
180,26-Jun-12,Tombouctou,0.455
181,1-Jul-12,Tombouctou,2.061
182,6-Jul-12,Tombouctou,1.822
183,11-Jul-12,Tombouctou,1.681
184,16-Jul-12,Tombouctou,2.721
185,21-Jul-12,Tombouctou,3.156
186,26-Jul-12,Tombouctou,3.823
187,1-Aug-12,Tombouctou,1.861
188,6-Aug-12,Tombouctou,2.733
189,11-Aug-12,Tombouctou,4.448
190,16-Aug-12,Tombouctou,4.671
191,21-Aug-12,Tombouctou,6.216
192,26-Aug-12,Tombouctou,5.442
193,1-Sep-12,Tombouctou,3.974
194,6-Sep-12,Tombouctou,1.201
195,11-Sep-12,Tombouctou,1.427
196,16-Sep-12,Tombouctou,4.017
197,21-Sep-12,Tombouctou,1.814
198,26-Sep-12,Tombouctou,1.324
199,1-Oct-12,Tombouctou,1.142
200,6-Oct-12,Tombouctou,0.425
201,11-Oct-12,Tombouctou,0.408
202,16-Oct-12,Tombouctou,0.374
203,21-Oct-12,Tombouctou,0.094
204,26-Oct-12,Tombouctou,0.082
205,1-Nov-12,Tombouctou,0.131
206,6-Nov-12,Tombouctou,0.099
207,11-Nov-12,Tombouctou,0.085
208,16-Nov-12,Tombouctou,0.085
209,21-Nov-12,Tombouctou,0.096
210,26-Nov-12,Tombouctou,0.121
211,1-Dec-12,Tombouctou,0.284
212,6-Dec-12,Tombouctou,0.238
213,11-Dec-12,Tombouctou,0.233
214,16-Dec-12,Tombouctou,0.24
215,21-Dec-12,Tombouctou,0.231
216,26-Dec-12,Tombouctou,0.25
217,1-Jan-13,Tombouctou,0.155
218,6-Jan-13,Tombouctou,0.145
219,11-Jan-13,Tombouctou,0.136
220,16-Jan-13,Tombouctou,0.136
221,21-Jan-13,Tombouctou,0.14
222,26-Jan-13,Tombouctou,0.185
223,1-Feb-13,Tombouctou,0.204
224,6-Feb-13,Tombouctou,0.205
225,11-Feb-13,Tombouctou,0.217
226,16-Feb-13,Tombouctou,0.213
227,21-Feb-13,Tombouctou,0.201
228,26-Feb-13,Tombouctou,0.102
229,1-Mar-13,Tombouctou,0.098
230,6-Mar-13,Tombouctou,0.081
231,11-Mar-13,Tombouctou,0.068
232,16-Mar-13,Tombouctou,0.067
233,21-Mar-13,Tombouctou,0.071
234,26-Mar-13,Tombouctou,0.093
235,1-Apr-13,Tombouctou,0.087
236,6-Apr-13,Tombouctou,0.09
237,11-Apr-13,Tombouctou,0.087
238,16-Apr-13,Tombouctou,0.092
239,21-Apr-13,Tombouctou,0.096
240,26-Apr-13,Tombouctou,0.106
241,1-May-13,Tombouctou,0.107
242,6-May-13,Tombouctou,0.107
243,11-May-13,Tombouctou,0.098
244,16-May-13,Tombouctou,0.118
245,21-May-13,Tombouctou,0.115
246,26-May-13,Tombouctou,0.173
247,1-Jun-13,Tombouctou,0.082
248,6-Jun-13,Tombouctou,0.095
249,11-Jun-13,Tombouctou,0.117
250,16-Jun-13,Tombouctou,0.142
251,21-Jun-13,Tombouctou,0.219
252,26-Jun-13,Tombouctou,0.468
253,1-Jul-13,Tombouctou,0.528
254,6-Jul-13,Tombouctou,1.092
255,11-Jul-13,Tombouctou,0.797
256,16-Jul-13,Tombouctou,0.53
257,21-Jul-13,Tombouctou,0.532
258,26-Jul-13,Tombouctou,1.181
259,1-Aug-13,Tombouctou,1.656
260,6-Aug-13,Tombouctou,8.131
261,11-Aug-13,Tombouctou,1.855
262,16-Aug-13,Tombouctou,4.94
263,21-Aug-13,Tombouctou,1.716
264,26-Aug-13,Tombouctou,3.561
265,1-Sep-13,Tombouctou,1.305
266,6-Sep-13,Tombouctou,1.905
267,11-Sep-13,Tombouctou,1.22
268,16-Sep-13,Tombouctou,1.189
269,21-Sep-13,Tombouctou,1.07
270,26-Sep-13,Tombouctou,3.719
271,1-Oct-13,Tombouctou,2.014
272,6-Oct-13,Tombouctou,0.305
273,11-Oct-13,Tombouctou,0.154
274,16-Oct-13,Tombouctou,0.107
275,21-Oct-13,Tombouctou,0.088
276,26-Oct-13,Tombouctou,0.092
277,1-Nov-13,Tombouctou,0.136
278,6-Nov-13,Tombouctou,0.105
279,11-Nov-13,Tombouctou,0.091
280,16-Nov-13,Tombouctou,0.091
281,21-Nov-13,Tombouctou,0.105
282,26-Nov-13,Tombouctou,0.128
283,1-Dec-13,Tombouctou,0.201
284,6-Dec-13,Tombouctou,0.225
285,11-Dec-13,Tombouctou,0.277
286,16-Dec-13,Tombouctou,0.256
287,21-Dec-13,Tombouctou,0.244
288,26-Dec-13,Tombouctou,0.264
289,1-Jan-14,Tombouctou,0.156
290,6-Jan-14,Tombouctou,0.165
291,11-Jan-14,Tombouctou,0.127
292,16-Jan-14,Tombouctou,0.126
293,21-Jan-14,Tombouctou,0.127
294,26-Jan-14,Tombouctou,0.167
295,1-Feb-14,Tombouctou,0.191
296,6-Feb-14,Tombouctou,0.195
297,11-Feb-14,Tombouctou,0.206
298,16-Feb-14,Tombouctou,0.205
299,21-Feb-14,Tombouctou,0.194
300,26-Feb-14,Tombouctou,0.105
301,1-Mar-14,Tombouctou,0.113
302,6-Mar-14,Tombouctou,0.093
303,11-Mar-14,Tombouctou,0.078
304,16-Mar-14,Tombouctou,0.073
305,21-Mar-14,Tombouctou,0.081
306,26-Mar-14,Tombouctou,0.082
307,1-Apr-14,Tombouctou,0.087
308,6-Apr-14,Tombouctou,0.09
309,11-Apr-14,Tombouctou,0.116
310,16-Apr-14,Tombouctou,0.107
311,21-Apr-14,Tombouctou,0.183
312,26-Apr-14,Tombouctou,0.124
313,1-May-14,Tombouctou,0.12
314,6-May-14,Tombouctou,0.123
315,11-May-14,Tombouctou,0.127
316,16-May-14,Tombouctou,0.402
317,21-May-14,Tombouctou,0.123
318,26-May-14,Tombouctou,0.169
319,1-Jun-14,Tombouctou,0.121
320,6-Jun-14,Tombouctou,0.152
321,11-Jun-14,Tombouctou,0.156
322,16-Jun-14,Tombouctou,0.207
323,21-Jun-14,Tombouctou,0.469
324,26-Jun-14,Tombouctou,0.877
325,1-Jul-14,Tombouctou,0.657
326,6-Jul-14,Tombouctou,2.032
327,11-Jul-14,Tombouctou,0.787
328,16-Jul-14,Tombouctou,0.795
329,21-Jul-14,Tombouctou,1.417
330,26-Jul-14,Tombouctou,2.265
331,1-Aug-14,Tombouctou,3.864
332,6-Aug-14,Tombouctou,3.087
333,11-Aug-14,Tombouctou,6.571
334,16-Aug-14,Tombouctou,6.426
335,21-Aug-14,Tombouctou,6.908
336,26-Aug-14,Tombouctou,5.133
337,1-Sep-14,Tombouctou,2.101
338,6-Sep-14,Tombouctou,2.899
339,11-Sep-14,Tombouctou,1.74
340,16-Sep-14,Tombouctou,3.653
341,21-Sep-14,Tombouctou,1.2
342,26-Sep-14,Tombouctou,1.217
343,1-Oct-14,Tombouctou,0.659
344,6-Oct-14,Tombouctou,0.298
345,11-Oct-14,Tombouctou,0.146
346,16-Oct-14,Tombouctou,0.109
347,21-Oct-14,Tombouctou,0.097
348,26-Oct-14,Tombouctou,0.083
349,1-Nov-14,Tombouctou,0.139
350,6-Nov-14,Tombouctou,0.105
351,11-Nov-14,Tombouctou,0.089
352,16-Nov-14,Tombouctou,0.091
353,21-Nov-14,Tombouctou,0.122
354,26-Nov-14,Tombouctou,0.126
355,1-Dec-14,Tombouctou,0.203
356,6-Dec-14,Tombouctou,0.231
357,11-Dec-14,Tombouctou,0.245
358,16-Dec-14,Tombouctou,0.248
359,21-Dec-14,Tombouctou,0.241
360,26-Dec-14,Tombouctou,0.263
361,1-Jan-15,Tombouctou,0.157
362,6-Jan-15,Tombouctou,0.145
363,11-Jan-15,Tombouctou,0.139
364,16-Jan-15,Tombouctou,0.136
365,21-Jan-15,Tombouctou,0.14
366,26-Jan-15,Tombouctou,0.185
367,1-Feb-15,Tombouctou,0.204
368,6-Feb-15,Tombouctou,0.209
369,11-Feb-15,Tombouctou,0.213
370,16-Feb-15,Tombouctou,0.213
371,21-Feb-15,Tombouctou,0.201
372,26-Feb-15,Tombouctou,0.102
373,1-Mar-15,Tombouctou,0.108
374,6-Mar-15,Tombouctou,0.098
375,11-Mar-15,Tombouctou,0.076
376,16-Mar-15,Tombouctou,0.146
377,21-Mar-15,Tombouctou,0.083
378,26-Mar-15,Tombouctou,0.095
379,1-Apr-15,Tombouctou,0.087
380,6-Apr-15,Tombouctou,0.088
381,11-Apr-15,Tombouctou,0.09
382,16-Apr-15,Tombouctou,0.098
383,21-Apr-15,Tombouctou,0.096
384,26-Apr-15,Tombouctou,0.107
385,1-May-15,Tombouctou,0.113
386,6-May-15,Tombouctou,0.106
387,11-May-15,Tombouctou,0.099
388,16-May-15,Tombouctou,0.1
389,21-May-15,Tombouctou,0.115
390,26-May-15,Tombouctou,0.166
391,1-Jun-15,Tombouctou,0.082
392,6-Jun-15,Tombouctou,0.117
393,11-Jun-15,Tombouctou,0.117
394,16-Jun-15,Tombouctou,0.149
395,21-Jun-15,Tombouctou,0.235
396,26-Jun-15,Tombouctou,0.407
397,1-Jul-15,Tombouctou,0.69
398,6-Jul-15,Tombouctou,0.823
399,11-Jul-15,Tombouctou,1.154
400,16-Jul-15,Tombouctou,0.515
401,21-Jul-15,Tombouctou,0.532
402,26-Jul-15,Tombouctou,0.843
403,1-Aug-15,Tombouctou,4.058
404,6-Aug-15,Tombouctou,3.692
405,11-Aug-15,Tombouctou,3.877
406,16-Aug-15,Tombouctou,3.307
407,21-Aug-15,Tombouctou,3.437
408,26-Aug-15,Tombouctou,4.808
409,1-Sep-15,Tombouctou,3.194
410,6-Sep-15,Tombouctou,1.156
411,11-Sep-15,Tombouctou,1.03
412,16-Sep-15,Tombouctou,7.563
413,21-Sep-15,Tombouctou,1.095
414,26-Sep-15,Tombouctou,1.153
415,1-Oct-15,Tombouctou,0.571
416,6-Oct-15,Tombouctou,0.289
417,11-Oct-15,Tombouctou,0.152
418,16-Oct-15,Tombouctou,0.113
419,21-Oct-15,Tombouctou,0.088
420,26-Oct-15,Tombouctou,0.065
421,1-Nov-15,Tombouctou,0.136
422,6-Nov-15,Tombouctou,0.105
423,11-Nov-15,Tombouctou,0.091
424,16-Nov-15,Tombouctou,0.091
425,21-Nov-15,Tombouctou,0.105
426,26-Nov-15,Tombouctou,0.128
427,1-Dec-15,Tombouctou,0.201
428,6-Dec-15,Tombouctou,0.225
429,11-Dec-15,Tombouctou,0.24
430,16-Dec-15,Tombouctou,0.248
431,21-Dec-15,Tombouctou,0.248
432,26-Dec-15,Tombouctou,0.27
433,1-Jan-16,Tombouctou,0.159
434,6-Jan-16,Tombouctou,0.162
435,11-Jan-16,Tombouctou,0.136
436,16-Jan-16,Tombouctou,0.136
437,21-Jan-16,Tombouctou,0.139
438,26-Jan-16,Tombouctou,0.189
439,1-Feb-16,Tombouctou,0.202
440,6-Feb-16,Tombouctou,0.213
441,11-Feb-16,Tombouctou,0.232
442,16-Feb-16,Tombouctou,0.213
443,21-Feb-16,Tombouctou,0.398
444,26-Feb-16,Tombouctou,0.103
445,1-Mar-16,Tombouctou,0.115
446,6-Mar-16,Tombouctou,0.083
447,11-Mar-16,Tombouctou,0.071
448,16-Mar-16,Tombouctou,0.067
449,21-Mar-16,Tombouctou,0.092
450,26-Mar-16,Tombouctou,0.096
451,1-Apr-16,Tombouctou,0.087
452,6-Apr-16,Tombouctou,0.088
453,11-Apr-16,Tombouctou,0.194
454,16-Apr-16,Tombouctou,0.091
455,21-Apr-16,Tombouctou,0.096
456,26-Apr-16,Tombouctou,0.107
457,1-May-16,Tombouctou,0.145
458,6-May-16,Tombouctou,0.102
459,11-May-16,Tombouctou,0.099
460,16-May-16,Tombouctou,0.1
461,21-May-16,Tombouctou,0.117
462,26-May-16,Tombouctou,0.168
463,1-Jun-16,Tombouctou,0.08
464,6-Jun-16,Tombouctou,0.105
465,11-Jun-16,Tombouctou,0.121
466,16-Jun-16,Tombouctou,0.17
467,21-Jun-16,Tombouctou,0.405
468,26-Jun-16,Tombouctou,0.422
469,1-Jul-16,Tombouctou,0.529
470,6-Jul-16,Tombouctou,0.594
471,11-Jul-16,Tombouctou,0.529
472,16-Jul-16,Tombouctou,1.281
473,21-Jul-16,Tombouctou,3.435
474,26-Jul-16,Tombouctou,0.935
475,1-Aug-16,Tombouctou,1.186
476,6-Aug-16,Tombouctou,1.531
477,11-Aug-16,Tombouctou,4.689
478,16-Aug-16,Tombouctou,3.095
479,21-Aug-16,Tombouctou,5.688
480,26-Aug-16,Tombouctou,8.06
481,1-Sep-16,Tombouctou,1.154
482,6-Sep-16,Tombouctou,0.936
483,11-Sep-16,Tombouctou,1.28
484,16-Sep-16,Tombouctou,1.093
485,21-Sep-16,Tombouctou,1.033
486,26-Sep-16,Tombouctou,1.405
487,1-Oct-16,Tombouctou,0.59
488,6-Oct-16,Tombouctou,0.305
489,11-Oct-16,Tombouctou,0.143
490,16-Oct-16,Tombouctou,0.113
491,21-Oct-16,Tombouctou,0.08
492,26-Oct-16,Tombouctou,0.074
493,1-Nov-16,Tombouctou,0.137
494,6-Nov-16,Tombouctou,0.105
495,11-Nov-16,Tombouctou,0.091
496,16-Nov-16,Tombouctou,0.097
497,21-Nov-16,Tombouctou,0.105
498,26-Nov-16,Tombouctou,0.128
499,1-Dec-16,Tombouctou,0.201
500,6-Dec-16,Tombouctou,0.225
501,11-Dec-16,Tombouctou,0.24
502,16-Dec-16,Tombouctou,0.271
503,21-Dec-16,Tombouctou,0.258
504,26-Dec-16,Tombouctou,0.264
505,1-Jan-17,Tombouctou,0.157
506,6-Jan-17,Tombouctou,0.146
507,11-Jan-17,Tombouctou,0.136
508,16-Jan-17,Tombouctou,0.136
509,21-Jan-17,Tombouctou,0.14
510,26-Jan-17,Tombouctou,0.185
511,1-Feb-17,Tombouctou,0.205
512,6-Feb-17,Tombouctou,0.205
513,11-Feb-17,Tombouctou,0.264
514,16-Feb-17,Tombouctou,0.213
515,21-Feb-17,Tombouctou,0.201
516,26-Feb-17,Tombouctou,0.102
517,1-Mar-17,Tombouctou,0.101
518,6-Mar-17,Tombouctou,0.081
519,11-Mar-17,Tombouctou,0.069
520,16-Mar-17,Tombouctou,0.064
521,21-Mar-17,Tombouctou,0.071
522,26-Mar-17,Tombouctou,0.093
523,1-Apr-17,Tombouctou,0.089
524,6-Apr-17,Tombouctou,0.088
525,11-Apr-17,Tombouctou,0.088
526,16-Apr-17,Tombouctou,0.091
527,21-Apr-17,Tombouctou,0.095
528,26-Apr-17,Tombouctou,0.121
529,1-May-17,Tombouctou,0.105
530,6-May-17,Tombouctou,0.106
531,11-May-17,Tombouctou,0.114
532,16-May-17,Tombouctou,0.105
533,21-May-17,Tombouctou,0.113
534,26-May-17,Tombouctou,0.164
535,1-Jun-17,Tombouctou,0.082
536,6-Jun-17,Tombouctou,0.095
537,11-Jun-17,Tombouctou,0.11
538,16-Jun-17,Tombouctou,0.156
539,21-Jun-17,Tombouctou,0.273
540,26-Jun-17,Tombouctou,0.529
541,1-Jul-17,Tombouctou,0.468
542,6-Jul-17,Tombouctou,0.559
543,11-Jul-17,Tombouctou,0.816
544,16-Jul-17,Tombouctou,0.529
545,21-Jul-17,Tombouctou,1.281
546,26-Jul-17,Tombouctou,0.807
547,1-Aug-17,Tombouctou,1.469
548,6-Aug-17,Tombouctou,5.368
549,11-Aug-17,Tombouctou,1.942
550,16-Aug-17,Tombouctou,2.933
551,21-Aug-17,Tombouctou,6.932
552,26-Aug-17,Tombouctou,1.716
553,1-Sep-17,Tombouctou,1.431
554,6-Sep-17,Tombouctou,1.032
555,11-Sep-17,Tombouctou,1.156
556,16-Sep-17,Tombouctou,1.372
557,21-Sep-17,Tombouctou,4.157
558,26-Sep-17,Tombouctou,1.157
559,1-Oct-17,Tombouctou,0.617
560,6-Oct-17,Tombouctou,0.275
561,11-Oct-17,Tombouctou,0.146
562,16-Oct-17,Tombouctou,0.103
563,21-Oct-17,Tombouctou,0.084
564,26-Oct-17,Tombouctou,0.061
565,1-Nov-17,Tombouctou,0.136
566,6-Nov-17,Tombouctou,0.105
567,11-Nov-17,Tombouctou,0.091
568,16-Nov-17,Tombouctou,0.091
569,21-Nov-17,Tombouctou,0.105
570,26-Nov-17,Tombouctou,0.128
571,1-Dec-17,Tombouctou,0.201
572,6-Dec-17,Tombouctou,0.225
573,11-Dec-17,Tombouctou,0.244
574,16-Dec-17,Tombouctou,0.252
575,21-Dec-17,Tombouctou,0.244
576,26-Dec-17,Tombouctou,0.264
577,1-Jan-18,Tombouctou,0.154
578,6-Jan-18,Tombouctou,0.133
579,11-Jan-18,Tombouctou,0.125
580,16-Jan-18,Tombouctou,0.124
581,21-Jan-18,Tombouctou,0.125
582,26-Jan-18,Tombouctou,0.166
583,1-Feb-18,Tombouctou,0.262
584,6-Feb-18,Tombouctou,0.254
585,11-Feb-18,Tombouctou,0.218
586,16-Feb-18,Tombouctou,0.314
587,21-Feb-18,Tombouctou,0.196
588,26-Feb-18,Tombouctou,0.106
589,1-Mar-18,Tombouctou,0.116
590,6-Mar-18,Tombouctou,0.094
591,11-Mar-18,Tombouctou,0.079
592,16-Mar-18,Tombouctou,0.074
593,21-Mar-18,Tombouctou,0.071
594,26-Mar-18,Tombouctou,0.193
595,1-Apr-18,Tombouctou,0.216
596,6-Apr-18,Tombouctou,0.091
597,11-Apr-18,Tombouctou,0.094
598,16-Apr-18,Tombouctou,0.109
599,21-Apr-18,Tombouctou,0.116
600,26-Apr-18,Tombouctou,0.126
601,1-May-18,Tombouctou,0.118
602,6-May-18,Tombouctou,0.12
603,11-May-18,Tombouctou,0.121
604,16-May-18,Tombouctou,0.12
605,21-May-18,Tombouctou,0.134
606,26-May-18,Tombouctou,0.173
607,1-Jun-18,Tombouctou,0.147
608,6-Jun-18,Tombouctou,0.141
609,11-Jun-18,Tombouctou,0.184
610,16-Jun-18,Tombouctou,0.215
611,21-Jun-18,Tombouctou,0.685
612,26-Jun-18,Tombouctou,0.545
613,1-Jul-18,Tombouctou,1.409
614,6-Jul-18,Tombouctou,1.132
615,11-Jul-18,Tombouctou,1.413
616,16-Jul-18,Tombouctou,1.176
617,21-Jul-18,Tombouctou,0.602
618,26-Jul-18,Tombouctou,1.896
619,1-Jan-10,Goundam,0.039
620,6-Jan-10,Goundam,0.024
621,11-Jan-10,Goundam,0.019
622,16-Jan-10,Goundam,0.019
623,21-Jan-10,Goundam,0.025
624,26-Jan-10,Goundam,0.053
625,1-Feb-10,Goundam,0.1
626,6-Feb-10,Goundam,0.116
627,11-Feb-10,Goundam,0.125
628,16-Feb-10,Goundam,0.119
629,21-Feb-10,Goundam,0.102
630,26-Feb-10,Goundam,0.048
631,1-Mar-10,Goundam,0.037
632,6-Mar-10,Goundam,0.023
633,11-Mar-10,Goundam,0.024
634,16-Mar-10,Goundam,0.017
635,21-Mar-10,Goundam,0.021
636,26-Mar-10,Goundam,0.043
637,1-Apr-10,Goundam,0.084
638,6-Apr-10,Goundam,0.097
639,11-Apr-10,Goundam,0.104
640,16-Apr-10,Goundam,0.239
641,21-Apr-10,Goundam,0.16
642,26-Apr-10,Goundam,0.27
643,1-May-10,Goundam,0.088
644,6-May-10,Goundam,0.117
645,11-May-10,Goundam,0.104
646,16-May-10,Goundam,0.121
647,21-May-10,Goundam,0.141
648,26-May-10,Goundam,0.806
649,1-Jun-10,Goundam,0.313
650,6-Jun-10,Goundam,0.778
651,11-Jun-10,Goundam,0.514
652,16-Jun-10,Goundam,0.556
653,21-Jun-10,Goundam,0.526
654,26-Jun-10,Goundam,1.001
655,1-Jul-10,Goundam,3.878
656,6-Jul-10,Goundam,4.608
657,11-Jul-10,Goundam,4.78
658,16-Jul-10,Goundam,1.136
659,21-Jul-10,Goundam,9.076
660,26-Jul-10,Goundam,10.781
661,1-Aug-10,Goundam,3.461
662,6-Aug-10,Goundam,12.709
663,11-Aug-10,Goundam,15.602
664,16-Aug-10,Goundam,5.482
665,21-Aug-10,Goundam,4.593
666,26-Aug-10,Goundam,8.605
667,1-Sep-10,Goundam,8.655
668,6-Sep-10,Goundam,5.866
669,11-Sep-10,Goundam,7.181
670,16-Sep-10,Goundam,14.068
671,21-Sep-10,Goundam,1.583
672,26-Sep-10,Goundam,1.319
673,1-Oct-10,Goundam,0.938
674,6-Oct-10,Goundam,1.546
675,11-Oct-10,Goundam,2.178
676,16-Oct-10,Goundam,0.489
677,21-Oct-10,Goundam,0.402
